Entry	Entry Name	EC number	SUPFAM	Protein existence	Protein names	Gene Names	Organism	PDB	AlphaFoldDB	Date of last modification	Entry version	Taxonomic lineage	Super Kingdom	Is EC Complete
Q92VJ2	CYSA2_RHIME	('7.3.2.3',)	('SSF52540',)	Inferred from homology	Sulfate/thiosulfate import ATP-binding protein CysA 2 (EC 7.3.2.3) (Sulfate-transporting ATPase 2)	cysA2 RB0709 SMb21130	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	()	Q92VJ2;	2025-06-18	139	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Rhizobiaceae (family), Sinorhizobium/Ensifer group (no rank), Sinorhizobium (genus), Rhizobium meliloti (species)	Bacteria	True
Q92W56	ARAG_RHIME	('7.5.2.12',)	('SSF52540',)	Inferred from homology	Arabinose import ATP-binding protein AraG (EC 7.5.2.12)	araG RB0489 SMb20507	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	()	Q92W56;	2025-06-18	136	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Rhizobiaceae (family), Sinorhizobium/Ensifer group (no rank), Sinorhizobium (genus), Rhizobium meliloti (species)	Bacteria	True
Q92W60	RBSA2_RHIME	('7.5.2.7',)	('SSF52540',)	Inferred from homology	Ribose import ATP-binding protein RbsA 2 (EC 7.5.2.7)	rbsA2 RB0485 SMb20503	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	()	Q92W60;	2025-04-09	139	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Rhizobiaceae (family), Sinorhizobium/Ensifer group (no rank), Sinorhizobium (genus), Rhizobium meliloti (species)	Bacteria	True
Q93DX8	CYSA_BURCE	('7.3.2.3',)	('SSF52540',)	Inferred from homology	Sulfate/thiosulfate import ATP-binding protein CysA (EC 7.3.2.3) (Sulfate-transporting ATPase)	cysA	Burkholderia cepacia (Pseudomonas cepacia)	()	Q93DX8;	2025-06-18	107	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Betaproteobacteria (class), Burkholderiales (order), Burkholderiaceae (family), Burkholderia (genus), Burkholderia cepacia complex (no rank)	Bacteria	True
Q93SW6	UCRIB_TRIV2	('7.1.1.6',)	('SSF50022',)	Inferred from homology	Cytochrome b6-f complex iron-sulfur subunit 2 (EC 7.1.1.6) (Plastohydroquinone:plastocyanin oxidoreductase iron-sulfur protein) (ISP) (RISP) (Rieske iron-sulfur protein)	petC2 Ava_3377	Trichormus variabilis (strain ATCC 29413 / PCC 7937) (Anabaena variabilis)	()	Q93SW6;	2025-06-18	138	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Nostocales (order), Nostocaceae (family), Trichormus (genus), Anabaena variabilis (species)	Bacteria	True
Q95707	COX3_HYLLA	('7.1.1.9',)	('SSF81452',)	Inferred from homology	Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III)	MT-CO3 COIII COXIII MTCO3	Hylobates lar (Lar gibbon) (White-handed gibbon)	()	Q95707;	2024-11-27	101	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Catarrhini (parvorder), Hominoidea (superfamily), Hylobatidae (family), Hylobates (genus)	Eukaryota	True
Q95748	NDUS3_ARATH	('7.1.1.2',)	('SSF143243',)	Evidence at protein level	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3 (EC 7.1.1.2) (NADH dehydrogenase subunit 9)	NAD9 AtMg00070	Arabidopsis thaliana (Mouse-ear cress)	('7A23', '7A24', '7AQR', '7AR7', '7AR8', '7ARB', '8BEE', '8BPX', '8BQ5', '8BQ6')	Q95748;	2025-06-18	162	cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), malvids (clade), Brassicales (order), Brassicaceae (family), Camelineae (tribe), Arabidopsis (genus)	Eukaryota	True
Q957T2	COX1_ACAPH	('7.1.1.9',)	('SSF81442',)	Inferred from homology	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I)	COI	Acanthosepion pharaonis (Pharaoh cuttlefish) (Sepia pharaonis)	()		2025-06-18	85	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Lophotrochozoa (clade), Mollusca (phylum), Cephalopoda (class), Coleoidea (subclass), Decapodiformes (superorder), Sepiida (order), Sepiina (suborder), Sepiidae (family), Acanthosepion (genus)	Eukaryota	True
Q95914	COX3_POLOR	('7.1.1.9',)	('SSF81452',)	Inferred from homology	Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III)	mt-co3 coiii coxiii mtco3	Polypterus ornatipinnis (Ornate bichir)	()	Q95914;	2025-04-09	101	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Actinopterygii (superclass), Cladistia (class), Polypteriformes (order), Polypteridae (family), Polypterus (genus)	Eukaryota	True
Q96000	COX1_PECMA	('7.1.1.9',)	('SSF81442',)	Inferred from homology	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I)	COI	Pecten maximus (King scallop) (Pilgrim's clam)	()	Q96000;	2025-02-05	113	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Lophotrochozoa (clade), Mollusca (phylum), Bivalvia (class), Autobranchia (subclass), Pteriomorphia (clade), Pectinida (order), Pectinoidea (superfamily), Pectinidae (family), Pecten (genus)	Eukaryota	True
Q96065	COX3_RHIUN	('7.1.1.9',)	('SSF81452',)	Inferred from homology	Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III)	MT-CO3 COIII COXIII MTCO3	Rhinoceros unicornis (Greater Indian rhinoceros)	()	Q96065;	2025-04-09	103	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Laurasiatheria (superorder), Perissodactyla (order), Rhinocerotidae (family), Rhinoceros (genus)	Eukaryota	True
Q96133	COX3_CARAU	('7.1.1.9',)	('SSF81452',)	Evidence at transcript level	Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III)	mt-co3 coiii coxiii mtco3	Carassius auratus (Goldfish)	()	Q96133;	2025-04-09	108	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Actinopterygii (superclass), Actinopteri (class), Neopterygii (subclass), Teleostei (infraclass), Osteoglossocephalai (clade), Clupeocephala (no rank), Otomorpha (cohort), Ostariophysi (subcohort), Otophysi (clade), Cypriniphysae (superorder), Cypriniformes (order), Cyprinoidei (suborder), Cyprinidae (family), Cyprininae (subfamily), Carassius (genus)	Eukaryota	True
Q97IE0	PSTB_CLOAB	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase)	pstB CA_C1708	Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / IAM 19013 / LMG 5710 / NBRC 13948 / NRRL B-527 / VKM B-1787 / 2291 / W)	()	Q97IE0;	2025-02-05	129	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Clostridia (class), Eubacteriales (order), Clostridiaceae (family), Clostridium (genus), Clostridium acetobutylicum (species)	Bacteria	True
Q97Q34	PSTB2_STRPN	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB 2 (EC 7.3.2.1) (ABC phosphate transporter 2) (Phosphate-transporting ATPase 2)	pstB2 SP_1397	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	()	Q97Q34;	2025-04-09	132	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Lactobacillales (order), Streptococcaceae (family), Streptococcus (genus), Streptococcus pneumoniae (species)	Bacteria	True
Q97ZT9	PSTB_SACS2	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase)	pstB SSO0488	Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) (Sulfolobus solfataricus)	()	Q97ZT9;	2025-06-18	118	cellular organisms (no rank), Archaea (domain), Thermoproteati (kingdom), Thermoproteota (phylum), Thermoprotei (class), Sulfolobales (order), Sulfolobaceae (family), Saccharolobus (genus), Saccharolobus solfataricus (species)	Archaea	True
Q98EA4	CCMA_RHILO	('7.6.2.5',)	('SSF52540',)	Inferred from homology	Cytochrome c biogenesis ATP-binding export protein CcmA (EC 7.6.2.5) (Heme exporter protein A)	ccmA mll4333	Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099) (Mesorhizobium loti (strain MAFF 303099))	()	Q98EA4;	2025-04-09	122	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Phyllobacteriaceae (family), Mesorhizobium (genus), Mesorhizobium japonicum (species)	Bacteria	True
Q98FL5	PSTB_RHILO	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase)	pstB mll3719	Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099) (Mesorhizobium loti (strain MAFF 303099))	()	Q98FL5;	2025-04-09	131	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Phyllobacteriaceae (family), Mesorhizobium (genus), Mesorhizobium japonicum (species)	Bacteria	True
Q99UA2	NIKD_STAAM	('7.2.2.11',)	('SSF52540',)	Inferred from homology	Nickel import system ATP-binding protein NikD (EC 7.2.2.11)	nikD oppD2 SAV1380	Staphylococcus aureus (strain Mu50 / ATCC 700699)	()	Q99UA2;	2025-02-05	138	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Staphylococcaceae (family), Staphylococcus (genus), Staphylococcus aureus (species)	Bacteria	True
Q99UA3	NIKE_STAAM	('7.2.2.11',)	('SSF52540',)	Inferred from homology	Nickel import system ATP-binding protein NikE (EC 7.2.2.11)	nikE oppF2 SAV1379	Staphylococcus aureus (strain Mu50 / ATCC 700699)	()	Q99UA3;	2025-02-05	141	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Staphylococcaceae (family), Staphylococcus (genus), Staphylococcus aureus (species)	Bacteria	True
Q9A298	CCMA_CAUVC	('7.6.2.5',)	('SSF52540',)	Inferred from homology	Cytochrome c biogenesis ATP-binding export protein CcmA (EC 7.6.2.5) (Heme exporter protein A)	ccmA CC_3668	Caulobacter vibrioides (strain ATCC 19089 / CIP 103742 / CB 15) (Caulobacter crescentus)	()	Q9A298;	2025-04-09	130	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Caulobacterales (order), Caulobacteraceae (family), Caulobacter (genus), Caulobacter vibrioides (species)	Bacteria	True
Q9AB70	PHNC_CAUVC	('7.3.2.2',)	('SSF52540',)	Inferred from homology	Phosphonates import ATP-binding protein PhnC (EC 7.3.2.2)	phnC CC_0361	Caulobacter vibrioides (strain ATCC 19089 / CIP 103742 / CB 15) (Caulobacter crescentus)	()	Q9AB70;	2025-04-09	130	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Caulobacterales (order), Caulobacteraceae (family), Caulobacter (genus), Caulobacter vibrioides (species)	Bacteria	True
Q9AEL8	COX3_CORGL	('7.1.1.9',)	('SSF81452',)	Evidence at protein level	Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome aa3 subunit 3) (Cytochrome c oxidase polypeptide III)	ctaE Cgl2192 cg2406	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / BCRC 11384 / CCUG 27702 / LMG 3730 / NBRC 12168 / NCIMB 10025 / NRRL B-2784 / 534)	('7Q21', '7QHM', '7QHO')	Q9AEL8;	2025-04-09	140	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Corynebacteriaceae (family), Corynebacterium (genus), Corynebacterium glutamicum (species)	Bacteria	True
Q9AML4	PSTB_EDWTA	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Peripheral membrane protein B) (Phosphate-transporting ATPase)	pstB	Edwardsiella tarda	()	Q9AML4;	2025-04-09	115	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Hafniaceae (family), Edwardsiella (genus)	Bacteria	True
Q9B1P9	COX3_CANAL	('7.1.1.9',)	('SSF81452',)	Inferred from homology	Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III)	COX3A CM_00070C CaalfMp04; COX3B CM_00520W CaalfMp15	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	()	Q9B1P9;	2025-06-18	115	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Pichiomycetes (class), Serinales (order), Debaryomycetaceae (family), Candida/Lodderomyces clade (clade), Candida (genus), Candida albicans (species)	Eukaryota	True
Q9B229	COX1_CHRKN	('7.1.1.9',)	('SSF81442',)	Inferred from homology	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I)	COI	Chrysomela knabi (Leaf beetle)	()	Q9B229;	2024-11-27	91	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Panarthropoda (clade), Arthropoda (phylum), Mandibulata (clade), Pancrustacea (clade), Hexapoda (subphylum), Insecta (class), Dicondylia (clade), Pterygota (subclass), Neoptera (infraclass), Endopterygota (cohort), Coleoptera (order), Polyphaga (suborder), Cucujiformia (infraorder), Chrysomeloidea (superfamily), Chrysomelidae (family), Chrysomelinae (subfamily), Chrysomelini (tribe), Chrysomela (genus)	Eukaryota	True
Q9B6E7	COX1_YARLI	('7.1.1.9',)	('SSF81442',)	Inferred from homology	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I)	COX1	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	()	Q9B6E7;	2025-06-18	123	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Dipodascomycetes (class), Dipodascales (order), Dipodascales incertae sedis (no rank), Yarrowia (genus), Yarrowia lipolytica (species)	Eukaryota	True
Q9C8T1	AB1I_ARATH	('7.6.2.5',)	('SSF52540',)	Evidence at transcript level	ABC transporter I family member 1 (ABC transporter ABCI.1) (AtABCI1) (Cytochrome c biogenesis ATP-binding export protein ccmA-like) (MRP-related protein 3) (Putative non-intrinsic ABC protein 10) (EC 7.6.2.5)	ABCI1 CCMA NAP10 At1g63270 F9N12.11	Arabidopsis thaliana (Mouse-ear cress)	()	Q9C8T1;	2025-06-18	145	cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), malvids (clade), Brassicales (order), Brassicaceae (family), Camelineae (tribe), Arabidopsis (genus)	Eukaryota	True
Q9CBQ5	COX1_MYCLE	('7.1.1.9',)	('SSF81442',)	Inferred from homology	Probable cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome aa3 subunit 1) (Cytochrome c oxidase polypeptide I)	ctaD ML1728	Mycobacterium leprae (strain TN)	()	Q9CBQ5;	2025-02-05	127	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycobacterium (genus), Mycobacterium leprae (species)	Bacteria	True
Q9CEW7	PSTB2_LACLA	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB 2 (EC 7.3.2.1) (ABC phosphate transporter 2) (Phosphate-transporting ATPase 2)	pstB2 pstB LL1717 L155408	Lactococcus lactis subsp. lactis (strain IL1403) (Streptococcus lactis)	()	Q9CEW7;	2025-02-05	126	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Lactobacillales (order), Streptococcaceae (family), Lactococcus (genus), Lactococcus lactis (species), Lactococcus lactis subsp. lactis (subspecies)	Bacteria	True
Q9CEW8	PSTB1_LACLA	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB 1 (EC 7.3.2.1) (ABC phosphate transporter 1) (Phosphate-transporting ATPase 1)	pstB1 LL1716 L154481	Lactococcus lactis subsp. lactis (strain IL1403) (Streptococcus lactis)	()	Q9CEW8;	2025-02-05	124	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Lactobacillales (order), Streptococcaceae (family), Lactococcus (genus), Lactococcus lactis (species), Lactococcus lactis subsp. lactis (subspecies)	Bacteria	True
Q9CF44	RBSA_LACLA	('7.5.2.7',)	('SSF52540',)	Inferred from homology	Ribose import ATP-binding protein RbsA (EC 7.5.2.7)	rbsA LL1637 L84240	Lactococcus lactis subsp. lactis (strain IL1403) (Streptococcus lactis)	()	Q9CF44;	2025-02-05	130	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Lactobacillales (order), Streptococcaceae (family), Lactococcus (genus), Lactococcus lactis (species), Lactococcus lactis subsp. lactis (subspecies)	Bacteria	True
Q9CIQ6	PHNC_LACLA	('7.3.2.2',)	('SSF52540',)	Inferred from homology	Phosphonates import ATP-binding protein PhnC (EC 7.3.2.2)	phnC LL0300 L97415	Lactococcus lactis subsp. lactis (strain IL1403) (Streptococcus lactis)	()	Q9CIQ6;	2025-02-05	128	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Lactobacillales (order), Streptococcaceae (family), Lactococcus (genus), Lactococcus lactis (species), Lactococcus lactis subsp. lactis (subspecies)	Bacteria	True
Q9CM08	MGLA_PASMU	('7.5.2.11',)	('SSF52540',)	Inferred from homology	Galactose/methyl galactoside import ATP-binding protein MglA (EC 7.5.2.11)	mglA PM1039	Pasteurella multocida (strain Pm70)	()	Q9CM08;	2025-06-18	136	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pasteurellales (order), Pasteurellaceae (family), Pasteurella (genus), Pasteurella multocida (species), Pasteurella multocida subsp. multocida (subspecies)	Bacteria	True
Q9CNJ7	PSTB_PASMU	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase)	pstB PM0433	Pasteurella multocida (strain Pm70)	()	Q9CNJ7;	2025-04-09	132	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pasteurellales (order), Pasteurellaceae (family), Pasteurella (genus), Pasteurella multocida (species), Pasteurella multocida subsp. multocida (subspecies)	Bacteria	True
Q9CP24	ZNUC_PASMU	('7.2.2.20',)	('SSF52540',)	Inferred from homology	Zinc import ATP-binding protein ZnuC (EC 7.2.2.20)	znuC PM0242	Pasteurella multocida (strain Pm70)	()	Q9CP24;	2025-06-18	142	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pasteurellales (order), Pasteurellaceae (family), Pasteurella (genus), Pasteurella multocida (species), Pasteurella multocida subsp. multocida (subspecies)	Bacteria	True
Q9CPN2	CCMA_PASMU	('7.6.2.5',)	('SSF52540',)	Inferred from homology	Cytochrome c biogenesis ATP-binding export protein CcmA (EC 7.6.2.5) (Heme exporter protein A)	ccmA PM0005	Pasteurella multocida (strain Pm70)	()	Q9CPN2;	2025-06-18	134	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pasteurellales (order), Pasteurellaceae (family), Pasteurella (genus), Pasteurella multocida (species), Pasteurella multocida subsp. multocida (subspecies)	Bacteria	True
Q9EUS2	PSTB_STRGR	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase)	pstB	Streptomyces griseus	()	Q9EUS2;	2025-02-05	97	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Kitasatosporales (order), Streptomycetaceae (family), Streptomyces (genus), Streptomyces griseus group (no rank), Streptomyces griseus subgroup (no rank)	Bacteria	True
Q9G6J1	COX1_OCTVU	('7.1.1.9',)	('SSF81442',)	Evidence at transcript level	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I)	COI	Octopus vulgaris (Common octopus)	()	Q9G6J1;	2024-11-27	92	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Lophotrochozoa (clade), Mollusca (phylum), Cephalopoda (class), Coleoidea (subclass), Octopodiformes (superorder), Octopoda (order), Incirrata (suborder), Octopodidae (family), Octopus (genus)	Eukaryota	True
Q9HML8	PSTB2_HALSA	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB 2 (EC 7.3.2.1) (ABC phosphate transporter 2) (Phosphate-transporting ATPase 2)	pstB2 VNG_2482G	Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) (Halobacterium halobium)	()	Q9HML8;	2025-06-18	133	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Halobacteria (class), Halobacteriales (order), Halobacteriaceae (family), Halobacterium (genus), Halobacterium salinarum (species), Halobacterium salinarum NRC-34001 (strain)	Archaea	True
Q9HNI8	PHNC_HALSA	('7.3.2.2',)	('SSF52540',)	Inferred from homology	Phosphonates import ATP-binding protein PhnC (EC 7.3.2.2)	phnC VNG_2085G	Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) (Halobacterium halobium)	()	Q9HNI8;	2025-04-09	139	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Halobacteria (class), Halobacteriales (order), Halobacteriaceae (family), Halobacterium (genus), Halobacterium salinarum (species), Halobacterium salinarum NRC-34001 (strain)	Archaea	True
Q9HQ18	BTUDA_HALSA	('7.6.2.8',)	('SSF52540',)	Evidence at protein level	Cobalamin import ATP-binding protein BtuD (EC 7.6.2.8) (Vitamin B12-transporting ATPase)	btuD hemV2 VNG_1371G	Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) (Halobacterium halobium)	()	Q9HQ18;	2025-06-18	124	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Halobacteria (class), Halobacteriales (order), Halobacteriaceae (family), Halobacterium (genus), Halobacterium salinarum (species), Halobacterium salinarum NRC-34001 (strain)	Archaea	True
Q9HS13	PSTB1_HALSA	('7.3.2.1',)	('SSF52540',)	Inferred from homology	Phosphate import ATP-binding protein PstB 1 (EC 7.3.2.1) (ABC phosphate transporter 1) (Phosphate-transporting ATPase 1)	pstB1 VNG_0452G	Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) (Halobacterium halobium)	()	Q9HS13;	2025-06-18	137	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Halobacteria (class), Halobacteriales (order), Halobacteriaceae (family), Halobacterium (genus), Halobacterium salinarum (species), Halobacterium salinarum NRC-34001 (strain)	Archaea	True
Q9HT73	ZNUC_PSEAE	('7.2.2.20',)	('SSF52540',)	Inferred from homology	Zinc import ATP-binding protein ZnuC (EC 7.2.2.20)	znuC PA5500	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	()	Q9HT73;	2025-06-18	144	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Pseudomonadaceae (family), Pseudomonas (genus), Pseudomonas aeruginosa group (no rank), Pseudomonas aeruginosa (species)	Bacteria	True
