Entry	Entry Name	EC number	SUPFAM	Protein existence	Protein names	Gene Names	Organism	PDB	AlphaFoldDB	Date of last modification	Entry version	Taxonomic lineage	Super Kingdom	Is EC Complete
Q88RR9	SYGB_PSEPK	('6.1.1.14',)	('SSF109604',)	Inferred from homology	Glycine--tRNA ligase beta subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase beta subunit) (GlyRS)	glyS PP_0060	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	()	Q88RR9;	2025-04-09	116	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Pseudomonadaceae (family), Pseudomonas (genus), Pseudomonas putida group (no rank), Pseudomonas putida (species)	Bacteria	True
Q88U22	PUR7_LACPL	('6.3.2.6',)	('SSF56104',)	Inferred from homology	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	purC lp_2727	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	()	Q88U22;	2025-02-05	117	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Lactobacillales (order), Lactobacillaceae (family), Lactiplantibacillus (genus), Lactiplantibacillus plantarum (species)	Bacteria	True
Q88VS2	SYGA_LACPL	('6.1.1.14',)	('SSF55681',)	Evidence at protein level	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	glyQ lp_1965	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	('8IE2',)	Q88VS2;	2025-06-18	109	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Lactobacillales (order), Lactobacillaceae (family), Lactiplantibacillus (genus), Lactiplantibacillus plantarum (species)	Bacteria	True
Q88VS3	SYGB_LACPL	('6.1.1.14',)	('SSF109604',)	Evidence at protein level	Glycine--tRNA ligase beta subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase beta subunit) (GlyRS)	glyS lp_1964	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	('8IE2',)	Q88VS3;	2025-02-05	113	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Lactobacillales (order), Lactobacillaceae (family), Lactiplantibacillus (genus), Lactiplantibacillus plantarum (species)	Bacteria	True
Q88W76	FTHS_LACPL	('6.3.4.3',)	('SSF52540',)	Inferred from homology	Formate--tetrahydrofolate ligase (EC 6.3.4.3) (Formyltetrahydrofolate synthetase) (FHS) (FTHFS)	fhs lp_1779	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	()	Q88W76;	2025-06-18	105	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Lactobacillales (order), Lactobacillaceae (family), Lactiplantibacillus (genus), Lactiplantibacillus plantarum (species)	Bacteria	True
Q88XP7	GATA_LACPL	('6.3.5.7',)	('SSF75304',)	Inferred from homology	Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7)	gatA lp_1148	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	()	Q88XP7;	2025-02-05	101	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Lactobacillales (order), Lactobacillaceae (family), Lactiplantibacillus (genus), Lactiplantibacillus plantarum (species)	Bacteria	True
Q88Y39	ASNA_LACPL	('6.3.1.1',)	('SSF55681',)	Inferred from homology	Aspartate--ammonia ligase (EC 6.3.1.1) (Asparagine synthetase A)	asnA lp_0957	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	()	Q88Y39;	2025-06-18	108	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Lactobacillales (order), Lactobacillaceae (family), Lactiplantibacillus (genus), Lactiplantibacillus plantarum (species)	Bacteria	True
Q891C7	SYW_CLOTE	('6.1.1.2',)	('SSF52374',)	Inferred from homology	Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)	trpS CTC_02453	Clostridium tetani (strain Massachusetts / E88)	()	Q891C7;	2025-02-05	113	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Clostridia (class), Eubacteriales (order), Clostridiaceae (family), Clostridium (genus), Clostridium tetani (species)	Bacteria	True
Q891I1	GATA_CLOTE	('6.3.5.7',)	('SSF75304',)	Inferred from homology	Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7)	gatA CTC_02393	Clostridium tetani (strain Massachusetts / E88)	()	Q891I1;	2025-02-05	109	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Clostridia (class), Eubacteriales (order), Clostridiaceae (family), Clostridium (genus), Clostridium tetani (species)	Bacteria	True
Q891R3	FTHS_CLOTE	('6.3.4.3',)	('SSF52540',)	Inferred from homology	Formate--tetrahydrofolate ligase (EC 6.3.4.3) (Formyltetrahydrofolate synthetase) (FHS) (FTHFS)	fhs CTC_02304	Clostridium tetani (strain Massachusetts / E88)	()	Q891R3;	2025-06-18	115	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Clostridia (class), Eubacteriales (order), Clostridiaceae (family), Clostridium (genus), Clostridium tetani (species)	Bacteria	True
Q895U7	PUR7_CLOTE	('6.3.2.6',)	('SSF56104',)	Inferred from homology	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	purC CTC_01170	Clostridium tetani (strain Massachusetts / E88)	()	Q895U7;	2025-02-05	117	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Clostridia (class), Eubacteriales (order), Clostridiaceae (family), Clostridium (genus), Clostridium tetani (species)	Bacteria	True
Q897F7	ASNA_CLOTE	('6.3.1.1',)	('SSF55681',)	Inferred from homology	Aspartate--ammonia ligase (EC 6.3.1.1) (Asparagine synthetase A)	asnA CTC_00781	Clostridium tetani (strain Massachusetts / E88)	()	Q897F7;	2025-06-18	116	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Clostridia (class), Eubacteriales (order), Clostridiaceae (family), Clostridium (genus), Clostridium tetani (species)	Bacteria	True
Q89AD8	GSH1_BUCBP	('6.3.2.2',)	('SSF55931',)	Inferred from homology	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	gshA bbp_368	Buchnera aphidicola subsp. Baizongia pistaciae (strain Bp)	()	Q89AD8;	2025-04-09	111	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Erwiniaceae (family), Buchnera (genus), Buchnera aphidicola (species), Buchnera aphidicola (Baizongia pistaciae) (no rank)	Bacteria	True
Q89AV6	SYGA_BUCBP	('6.1.1.14',)	('SSF55681',)	Inferred from homology	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	glyQ bbp_127	Buchnera aphidicola subsp. Baizongia pistaciae (strain Bp)	()	Q89AV6;	2025-06-18	111	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Erwiniaceae (family), Buchnera (genus), Buchnera aphidicola (species), Buchnera aphidicola (Baizongia pistaciae) (no rank)	Bacteria	True
Q89IB0	PUR71_BRADU	('6.3.2.6',)	('SSF56104',)	Inferred from homology	Phosphoribosylaminoimidazole-succinocarboxamide synthase A (EC 6.3.2.6) (SAICAR synthetase A)	purC1 bll5729	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	()	Q89IB0;	2025-06-18	122	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Nitrobacteraceae (family), Bradyrhizobium (genus), Bradyrhizobium diazoefficiens (species)	Bacteria	True
Q89K29	GATA_BRADU	('6.3.5.7',)	('SSF75304',)	Inferred from homology	Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7)	gatA bll5089	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	()	Q89K29;	2025-04-09	100	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Nitrobacteraceae (family), Bradyrhizobium (genus), Bradyrhizobium diazoefficiens (species)	Bacteria	True
Q89NS0	GCS2_BRADU	('6.3.2.2',)	('SSF55931',)	Inferred from homology	Putative glutamate--cysteine ligase 2 (EC 6.3.2.2) (Gamma-glutamylcysteine synthetase 2) (GCS 2) (Gamma-GCS 2)	bll3764	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	()	Q89NS0;	2025-06-18	97	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Nitrobacteraceae (family), Bradyrhizobium (genus), Bradyrhizobium diazoefficiens (species)	Bacteria	True
Q89S69	SYGB_BRADU	('6.1.1.14',)	('SSF109604',)	Inferred from homology	Glycine--tRNA ligase beta subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase beta subunit) (GlyRS)	glyS blr2536	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	()	Q89S69;	2025-06-18	128	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Nitrobacteraceae (family), Bradyrhizobium (genus), Bradyrhizobium diazoefficiens (species)	Bacteria	True
Q89S70	SYGA_BRADU	('6.1.1.14',)	('SSF55681',)	Inferred from homology	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	glyQ blr2535	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	()	Q89S70;	2025-06-18	113	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Nitrobacteraceae (family), Bradyrhizobium (genus), Bradyrhizobium diazoefficiens (species)	Bacteria	True
Q89W81	PUR72_BRADU	('6.3.2.6',)	('SSF56104',)	Inferred from homology	Putative phosphoribosylaminoimidazole-succinocarboxamide synthase B (EC 6.3.2.6) (SAICAR synthetase 2)	purC2 bll0812	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	()	Q89W81;	2025-06-18	119	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Nitrobacteraceae (family), Bradyrhizobium (genus), Bradyrhizobium diazoefficiens (species)	Bacteria	True
Q8A004	PUR7_BACTN	('6.3.2.6',)	('SSF56104',)	Inferred from homology	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	purC BT_4217	Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50)	()	Q8A004;	2025-06-18	121	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Bacteroidia (class), Bacteroidales (order), Bacteroidaceae (family), Bacteroides (genus), Bacteroides thetaiotaomicron (species)	Bacteria	True
Q8A5V7	ASNA_BACTN	('6.3.1.1',)	('SSF55681',)	Inferred from homology	Aspartate--ammonia ligase (EC 6.3.1.1) (Asparagine synthetase A)	asnA BT_2129	Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50)	()	Q8A5V7;	2025-06-18	117	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Bacteroidia (class), Bacteroidales (order), Bacteroidaceae (family), Bacteroides (genus), Bacteroides thetaiotaomicron (species)	Bacteria	True
Q8A9S8	FTHS_BACTN	('6.3.4.3',)	('SSF52540',)	Inferred from homology	Formate--tetrahydrofolate ligase (EC 6.3.4.3) (Formyltetrahydrofolate synthetase) (FHS) (FTHFS)	fhs BT_0737	Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50)	()	Q8A9S8;	2025-06-18	119	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Bacteroidia (class), Bacteroidales (order), Bacteroidaceae (family), Bacteroides (genus), Bacteroides thetaiotaomicron (species)	Bacteria	True
Q8CNV9	FTHS_STAES	('6.3.4.3',)	('SSF52540',)	Inferred from homology	Formate--tetrahydrofolate ligase (EC 6.3.4.3) (Formyltetrahydrofolate synthetase) (FHS) (FTHFS)	fhs SE_1408	Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200)	()	Q8CNV9;	2025-06-18	113	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Staphylococcaceae (family), Staphylococcus (genus), Staphylococcus epidermidis (species)	Bacteria	True
Q8CPP1	PUR7_STAES	('6.3.2.6',)	('SSF56104',)	Inferred from homology	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	purC SE_0764	Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200)	()	Q8CPP1;	2025-02-05	117	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Staphylococcaceae (family), Staphylococcus (genus), Staphylococcus epidermidis (species)	Bacteria	True
Q8CRU3	GATA_STAES	('6.3.5.7',)	('SSF75304',)	Inferred from homology	Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7)	gatA SE_1585	Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200)	()	Q8CRU3;	2025-02-05	107	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Staphylococcaceae (family), Staphylococcus (genus), Staphylococcus epidermidis (species)	Bacteria	True
Q8CS21	MENE_STAES	('6.2.1.26',)	('SSF56801',)	Inferred from homology	2-succinylbenzoate--CoA ligase (EC 6.2.1.26) (o-succinylbenzoyl-CoA synthetase) (OSB-CoA synthetase)	menE SE_1464	Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200)	()	Q8CS21;	2025-02-05	110	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Staphylococcaceae (family), Staphylococcus (genus), Staphylococcus epidermidis (species)	Bacteria	True
Q8CWY5	SYGB_STRMU	('6.1.1.14',)	('SSF109604',)	Inferred from homology	Glycine--tRNA ligase beta subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase beta subunit) (GlyRS)	glyS SMU_446	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)	()	Q8CWY5;	2025-02-05	127	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Lactobacillales (order), Streptococcaceae (family), Streptococcus (genus), Streptococcus mutans (species)	Bacteria	True
Q8CWY6	SYGA_STRMU	('6.1.1.14',)	('SSF55681',)	Inferred from homology	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	glyQ sygA SMU_445	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)	()	Q8CWY6;	2025-06-18	110	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Lactobacillales (order), Streptococcaceae (family), Streptococcus (genus), Streptococcus mutans (species)	Bacteria	True
Q8CX30	SYGB_STRA3	('6.1.1.14',)	('SSF109604',)	Inferred from homology	Glycine--tRNA ligase beta subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase beta subunit) (GlyRS)	glyS gbs0260	Streptococcus agalactiae serotype III (strain NEM316)	()	Q8CX30;	2025-02-05	113	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Lactobacillales (order), Streptococcaceae (family), Streptococcus (genus), Streptococcus agalactiae (species), Streptococcus agalactiae serogroup III (serogroup)	Bacteria	True
Q8CX31	SYGA_STRA3	('6.1.1.14',)	('SSF55681',)	Inferred from homology	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	glyQ gbs0258	Streptococcus agalactiae serotype III (strain NEM316)	()	Q8CX31;	2025-06-18	105	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Lactobacillales (order), Streptococcaceae (family), Streptococcus (genus), Streptococcus agalactiae (species), Streptococcus agalactiae serogroup III (serogroup)	Bacteria	True
Q8D1W3	SYGA_WIGBR	('6.1.1.14',)	('SSF55681',)	Inferred from homology	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	glyQ WIGBR5930	Wigglesworthia glossinidia brevipalpis	()	Q8D1W3;	2025-06-18	99	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Erwiniaceae (family), Wigglesworthia (genus), Wigglesworthia glossinidia (species)	Bacteria	True
Q8D2M4	PUR7_WIGBR	('6.3.2.6',)	('SSF56104',)	Inferred from homology	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	purC WIGBR3300	Wigglesworthia glossinidia brevipalpis	()	Q8D2M4;	2025-04-09	108	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Erwiniaceae (family), Wigglesworthia (genus), Wigglesworthia glossinidia (species)	Bacteria	True
Q8D2V5	GSH1_WIGBR	('6.3.2.2',)	('SSF55931',)	Inferred from homology	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	gshA WIGBR2470	Wigglesworthia glossinidia brevipalpis	()	Q8D2V5;	2025-04-09	98	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Erwiniaceae (family), Wigglesworthia (genus), Wigglesworthia glossinidia (species)	Bacteria	True
Q8D7D8	FTHS_VIBVU	('6.3.4.3',)	('SSF52540',)	Inferred from homology	Formate--tetrahydrofolate ligase (EC 6.3.4.3) (Formyltetrahydrofolate synthetase) (FHS) (FTHFS)	fhs VV2_0216 VV2_0217	Vibrio vulnificus (strain CMCP6)	()	Q8D7D8;	2025-06-18	110	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Vibrionales (order), Vibrionaceae (family), Vibrio (genus), Vibrio vulnificus (species)	Bacteria	True
Q8D915	PUR7_VIBVU	('6.3.2.6',)	('SSF56104',)	Inferred from homology	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	purC VV1_2797	Vibrio vulnificus (strain CMCP6)	()	Q8D915;	2025-06-18	119	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Vibrionales (order), Vibrionaceae (family), Vibrio (genus), Vibrio vulnificus (species)	Bacteria	True
Q8DC38	GSH1_VIBVU	('6.3.2.2',)	('SSF55931',)	Inferred from homology	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	gshA VV1_1606	Vibrio vulnificus (strain CMCP6)	()	Q8DC38;	2025-04-09	108	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Vibrionales (order), Vibrionaceae (family), Vibrio (genus), Vibrio vulnificus (species)	Bacteria	True
Q8DCT6	SYW_VIBVU	('6.1.1.2',)	('SSF52374',)	Inferred from homology	Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)	trpS VV1_1307	Vibrio vulnificus (strain CMCP6)	()	Q8DCT6;	2025-04-09	116	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Vibrionales (order), Vibrionaceae (family), Vibrio (genus), Vibrio vulnificus (species)	Bacteria	True
Q8DDJ7	SYGB_VIBVU	('6.1.1.14',)	('SSF109604',)	Inferred from homology	Glycine--tRNA ligase beta subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase beta subunit) (GlyRS)	glyS VV1_0990	Vibrio vulnificus (strain CMCP6)	()	Q8DDJ7;	2025-04-09	115	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Vibrionales (order), Vibrionaceae (family), Vibrio (genus), Vibrio vulnificus (species)	Bacteria	True
Q8DDJ8	SYGA_VIBVU	('6.1.1.14',)	('SSF55681',)	Inferred from homology	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	glyQ VV1_0989	Vibrio vulnificus (strain CMCP6)	()	Q8DDJ8;	2025-06-18	112	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Vibrionales (order), Vibrionaceae (family), Vibrio (genus), Vibrio vulnificus (species)	Bacteria	True
Q8DIT5	PUR7_THEVB	('6.3.2.6',)	('SSF56104',)	Inferred from homology	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	purC tll1496	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	()	Q8DIT5;	2025-02-05	116	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Acaryochloridales (order), Thermosynechococcaceae (family), Thermosynechococcus (genus), Thermosynechococcus vestitus (species)	Bacteria	True
Q8DK36	SYGA_THEVB	('6.1.1.14',)	('SSF55681',)	Inferred from homology	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	glyQ tll1034	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	()	Q8DK36;	2025-06-18	112	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Acaryochloridales (order), Thermosynechococcaceae (family), Thermosynechococcus (genus), Thermosynechococcus vestitus (species)	Bacteria	True
Q8DK65	GATA_THEVB	('6.3.5.7',)	('SSF75304',)	Inferred from homology	Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7)	gatA tll1003	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	()	Q8DK65;	2025-04-09	111	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Acaryochloridales (order), Thermosynechococcaceae (family), Thermosynechococcus (genus), Thermosynechococcus vestitus (species)	Bacteria	True
Q8DP65	SYGA_STRR6	('6.1.1.14',)	('SSF55681',)	Inferred from homology	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	glyQ spr1329	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	()	Q8DP65;	2025-06-18	110	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Lactobacillales (order), Streptococcaceae (family), Streptococcus (genus), Streptococcus pneumoniae (species)	Bacteria	True
Q8DP66	SYGB_STRR6	('6.1.1.14',)	('SSF109604',)	Inferred from homology	Glycine--tRNA ligase beta subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase beta subunit) (GlyRS)	glyS spr1328	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	()	Q8DP66;	2025-02-05	121	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Lactobacillales (order), Streptococcaceae (family), Streptococcus (genus), Streptococcus pneumoniae (species)	Bacteria	True
Q8DPL5	FTHS_STRR6	('6.3.4.3',)	('SSF52540',)	Inferred from homology	Formate--tetrahydrofolate ligase (EC 6.3.4.3) (Formyltetrahydrofolate synthetase) (FHS) (FTHFS)	fhs spr1109	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	()	Q8DPL5;	2025-06-18	110	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Lactobacillales (order), Streptococcaceae (family), Streptococcus (genus), Streptococcus pneumoniae (species)	Bacteria	True
Q8DR10	GATA_STRR6	('6.3.5.7',)	('SSF75304',)	Inferred from homology	Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7)	gatA spr0394	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	()	Q8DR10;	2025-02-05	103	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Lactobacillales (order), Streptococcaceae (family), Streptococcus (genus), Streptococcus pneumoniae (species)	Bacteria	True
Q8DRM7	PUR7_STRR6	('6.3.2.6',)	('SSF56104',)	Inferred from homology	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	purC spr0045	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	()	Q8DRM7;	2025-02-05	122	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Lactobacillales (order), Streptococcaceae (family), Streptococcus (genus), Streptococcus pneumoniae (species)	Bacteria	True
